reference_char,hypothesis_char,pair,operation,folded_equal,count,item_id,engine,stage,document_type,difficulty
,o,<ins>->o,insertion,False,2,data_57,tesseract,raw,pptx,hard
,u,<ins>->u,insertion,False,1,data_57,tesseract,raw,pptx,hard
,Ü,<ins>->Ü,insertion,False,2,data_57,tesseract,raw,pptx,hard
,ü,<ins>->ü,insertion,False,4,data_57,tesseract,raw,pptx,hard
,ğ,<ins>->ğ,insertion,False,1,data_57,tesseract,raw,pptx,hard
,İ,<ins>->İ,insertion,False,1,data_57,tesseract,raw,pptx,hard
,ı,<ins>->ı,insertion,False,2,data_57,tesseract,raw,pptx,hard
G,,G-><del>,deletion,False,1,data_57,tesseract,raw,pptx,hard
I,,I-><del>,deletion,False,1,data_57,tesseract,raw,pptx,hard
S,,S-><del>,deletion,False,1,data_57,tesseract,raw,pptx,hard
U,,U-><del>,deletion,False,2,data_57,tesseract,raw,pptx,hard
i,,i-><del>,deletion,False,1,data_57,tesseract,raw,pptx,hard
Ü,,Ü-><del>,deletion,False,1,data_57,tesseract,raw,pptx,hard
ı,,ı-><del>,deletion,False,2,data_57,tesseract,raw,pptx,hard
,c,<ins>->c,insertion,False,1,data_57,tesseract,corrected,pptx,hard
,g,<ins>->g,insertion,False,2,data_57,tesseract,corrected,pptx,hard
,i,<ins>->i,insertion,False,1,data_57,tesseract,corrected,pptx,hard
,o,<ins>->o,insertion,False,2,data_57,tesseract,corrected,pptx,hard
,u,<ins>->u,insertion,False,1,data_57,tesseract,corrected,pptx,hard
,Ü,<ins>->Ü,insertion,False,2,data_57,tesseract,corrected,pptx,hard
,ü,<ins>->ü,insertion,False,4,data_57,tesseract,corrected,pptx,hard
,ğ,<ins>->ğ,insertion,False,1,data_57,tesseract,corrected,pptx,hard
,İ,<ins>->İ,insertion,False,1,data_57,tesseract,corrected,pptx,hard
,ı,<ins>->ı,insertion,False,2,data_57,tesseract,corrected,pptx,hard
G,,G-><del>,deletion,False,1,data_57,tesseract,corrected,pptx,hard
I,,I-><del>,deletion,False,1,data_57,tesseract,corrected,pptx,hard
S,,S-><del>,deletion,False,1,data_57,tesseract,corrected,pptx,hard
U,,U-><del>,deletion,False,2,data_57,tesseract,corrected,pptx,hard
i,,i-><del>,deletion,False,1,data_57,tesseract,corrected,pptx,hard
Ü,,Ü-><del>,deletion,False,1,data_57,tesseract,corrected,pptx,hard
ı,,ı-><del>,deletion,False,2,data_57,tesseract,corrected,pptx,hard
,c,<ins>->c,insertion,False,1,data_57,easyocr,raw,pptx,hard
,o,<ins>->o,insertion,False,9,data_57,easyocr,raw,pptx,hard
,c,<ins>->c,insertion,False,1,data_57,easyocr,corrected,pptx,hard
,o,<ins>->o,insertion,False,9,data_57,easyocr,corrected,pptx,hard
,I,<ins>->I,insertion,False,2,data_58,tesseract,raw,pptx,hard
,O,<ins>->O,insertion,False,3,data_58,tesseract,raw,pptx,hard
,g,<ins>->g,insertion,False,1,data_58,tesseract,raw,pptx,hard
,i,<ins>->i,insertion,False,1,data_58,tesseract,raw,pptx,hard
,o,<ins>->o,insertion,False,3,data_58,tesseract,raw,pptx,hard
,ü,<ins>->ü,insertion,False,3,data_58,tesseract,raw,pptx,hard
,İ,<ins>->İ,insertion,False,2,data_58,tesseract,raw,pptx,hard
G,,G-><del>,deletion,False,1,data_58,tesseract,raw,pptx,hard
I,,I-><del>,deletion,False,1,data_58,tesseract,raw,pptx,hard
S,,S-><del>,deletion,False,1,data_58,tesseract,raw,pptx,hard
U,,U-><del>,deletion,False,2,data_58,tesseract,raw,pptx,hard
i,,i-><del>,deletion,False,1,data_58,tesseract,raw,pptx,hard
k,i,k->i,substitution,False,2,data_58,tesseract,raw,pptx,hard
s,n,s->n,substitution,False,2,data_58,tesseract,raw,pptx,hard
Ü,,Ü-><del>,deletion,False,1,data_58,tesseract,raw,pptx,hard
ı,,ı-><del>,deletion,False,2,data_58,tesseract,raw,pptx,hard
,I,<ins>->I,insertion,False,2,data_58,tesseract,corrected,pptx,hard
,O,<ins>->O,insertion,False,3,data_58,tesseract,corrected,pptx,hard
,g,<ins>->g,insertion,False,1,data_58,tesseract,corrected,pptx,hard
,i,<ins>->i,insertion,False,1,data_58,tesseract,corrected,pptx,hard
,o,<ins>->o,insertion,False,3,data_58,tesseract,corrected,pptx,hard
,ü,<ins>->ü,insertion,False,3,data_58,tesseract,corrected,pptx,hard
,İ,<ins>->İ,insertion,False,2,data_58,tesseract,corrected,pptx,hard
G,,G-><del>,deletion,False,1,data_58,tesseract,corrected,pptx,hard
I,,I-><del>,deletion,False,1,data_58,tesseract,corrected,pptx,hard
S,,S-><del>,deletion,False,1,data_58,tesseract,corrected,pptx,hard
U,,U-><del>,deletion,False,2,data_58,tesseract,corrected,pptx,hard
i,,i-><del>,deletion,False,1,data_58,tesseract,corrected,pptx,hard
k,i,k->i,substitution,False,2,data_58,tesseract,corrected,pptx,hard
s,n,s->n,substitution,False,2,data_58,tesseract,corrected,pptx,hard
Ü,,Ü-><del>,deletion,False,1,data_58,tesseract,corrected,pptx,hard
ı,,ı-><del>,deletion,False,2,data_58,tesseract,corrected,pptx,hard
,I,<ins>->I,insertion,False,1,data_58,easyocr,raw,pptx,hard
,o,<ins>->o,insertion,False,10,data_58,easyocr,raw,pptx,hard
i,İ,i->İ,substitution,True,1,data_58,easyocr,raw,pptx,hard
k,i,k->i,substitution,False,2,data_58,easyocr,raw,pptx,hard
s,n,s->n,substitution,False,2,data_58,easyocr,raw,pptx,hard
,I,<ins>->I,insertion,False,1,data_58,easyocr,corrected,pptx,hard
,o,<ins>->o,insertion,False,10,data_58,easyocr,corrected,pptx,hard
i,İ,i->İ,substitution,True,1,data_58,easyocr,corrected,pptx,hard
k,i,k->i,substitution,False,2,data_58,easyocr,corrected,pptx,hard
s,n,s->n,substitution,False,2,data_58,easyocr,corrected,pptx,hard
,C,<ins>->C,insertion,False,1,data_59,tesseract,raw,academic,hard
,G,<ins>->G,insertion,False,3,data_59,tesseract,raw,academic,hard
,I,<ins>->I,insertion,False,17,data_59,tesseract,raw,academic,hard
,S,<ins>->S,insertion,False,4,data_59,tesseract,raw,academic,hard
,U,<ins>->U,insertion,False,1,data_59,tesseract,raw,academic,hard
,c,<ins>->c,insertion,False,8,data_59,tesseract,raw,academic,hard
,g,<ins>->g,insertion,False,14,data_59,tesseract,raw,academic,hard
,i,<ins>->i,insertion,False,51,data_59,tesseract,raw,academic,hard
,o,<ins>->o,insertion,False,15,data_59,tesseract,raw,academic,hard
,s,<ins>->s,insertion,False,26,data_59,tesseract,raw,academic,hard
,u,<ins>->u,insertion,False,19,data_59,tesseract,raw,academic,hard
,ç,<ins>->ç,insertion,False,8,data_59,tesseract,raw,academic,hard
,ö,<ins>->ö,insertion,False,1,data_59,tesseract,raw,academic,hard
,ü,<ins>->ü,insertion,False,7,data_59,tesseract,raw,academic,hard
,ğ,<ins>->ğ,insertion,False,4,data_59,tesseract,raw,academic,hard
,ı,<ins>->ı,insertion,False,13,data_59,tesseract,raw,academic,hard
,ş,<ins>->ş,insertion,False,10,data_59,tesseract,raw,academic,hard
G,,G-><del>,deletion,False,3,data_59,tesseract,raw,academic,hard
I,,I-><del>,deletion,False,3,data_59,tesseract,raw,academic,hard
I,H,I->H,substitution,False,1,data_59,tesseract,raw,academic,hard
I,T,I->T,substitution,False,2,data_59,tesseract,raw,academic,hard
I,l,I->l,substitution,False,1,data_59,tesseract,raw,academic,hard
I,u,I->u,substitution,False,1,data_59,tesseract,raw,academic,hard
Q,O,Q->O,substitution,False,2,data_59,tesseract,raw,academic,hard
S,,S-><del>,deletion,False,3,data_59,tesseract,raw,academic,hard
S,],S->],substitution,False,1,data_59,tesseract,raw,academic,hard
],I,]->I,substitution,False,2,data_59,tesseract,raw,academic,hard
a,I,a->I,substitution,False,1,data_59,tesseract,raw,academic,hard
a,i,a->i,substitution,False,1,data_59,tesseract,raw,academic,hard
c,,c-><del>,deletion,False,9,data_59,tesseract,raw,academic,hard
d,ğ,d->ğ,substitution,False,2,data_59,tesseract,raw,academic,hard
e,I,e->I,substitution,False,1,data_59,tesseract,raw,academic,hard
g,,g-><del>,deletion,False,15,data_59,tesseract,raw,academic,hard
i,,i-><del>,deletion,False,54,data_59,tesseract,raw,academic,hard
i,',i->',substitution,False,1,data_59,tesseract,raw,academic,hard
i,I,i->I,substitution,True,3,data_59,tesseract,raw,academic,hard
i,ğ,i->ğ,substitution,False,1,data_59,tesseract,raw,academic,hard
i,ı,i->ı,substitution,True,1,data_59,tesseract,raw,academic,hard
l,I,l->I,substitution,False,1,data_59,tesseract,raw,academic,hard
n,i,n->i,substitution,False,1,data_59,tesseract,raw,academic,hard
o,,o-><del>,deletion,False,14,data_59,tesseract,raw,academic,hard
o,O,o->O,substitution,True,1,data_59,tesseract,raw,academic,hard
o,â,o->â,substitution,False,1,data_59,tesseract,raw,academic,hard
r,u,r->u,substitution,False,1,data_59,tesseract,raw,academic,hard
s,,s-><del>,deletion,False,28,data_59,tesseract,raw,academic,hard
t,ı,t->ı,substitution,False,1,data_59,tesseract,raw,academic,hard
u,,u-><del>,deletion,False,22,data_59,tesseract,raw,academic,hard
ç,,ç-><del>,deletion,False,6,data_59,tesseract,raw,academic,hard
ç,Ç,ç->Ç,substitution,True,1,data_59,tesseract,raw,academic,hard
ö,,ö-><del>,deletion,False,1,data_59,tesseract,raw,academic,hard
ö,î,ö->î,substitution,False,1,data_59,tesseract,raw,academic,hard
ü,,ü-><del>,deletion,False,7,data_59,tesseract,raw,academic,hard
ü,Ü,ü->Ü,substitution,True,2,data_59,tesseract,raw,academic,hard
ğ,,ğ-><del>,deletion,False,2,data_59,tesseract,raw,academic,hard
İ,I,İ->I,substitution,True,1,data_59,tesseract,raw,academic,hard
İ,i,İ->i,substitution,True,1,data_59,tesseract,raw,academic,hard
ı,,ı-><del>,deletion,False,11,data_59,tesseract,raw,academic,hard
ı,I,ı->I,substitution,True,4,data_59,tesseract,raw,academic,hard
ş,,ş-><del>,deletion,False,8,data_59,tesseract,raw,academic,hard
ş,Ş,ş->Ş,substitution,True,4,data_59,tesseract,raw,academic,hard
,C,<ins>->C,insertion,False,1,data_59,tesseract,corrected,academic,hard
,G,<ins>->G,insertion,False,3,data_59,tesseract,corrected,academic,hard
,I,<ins>->I,insertion,False,17,data_59,tesseract,corrected,academic,hard
,S,<ins>->S,insertion,False,4,data_59,tesseract,corrected,academic,hard
,U,<ins>->U,insertion,False,1,data_59,tesseract,corrected,academic,hard
,c,<ins>->c,insertion,False,8,data_59,tesseract,corrected,academic,hard
,g,<ins>->g,insertion,False,14,data_59,tesseract,corrected,academic,hard
,i,<ins>->i,insertion,False,52,data_59,tesseract,corrected,academic,hard
,o,<ins>->o,insertion,False,15,data_59,tesseract,corrected,academic,hard
,s,<ins>->s,insertion,False,26,data_59,tesseract,corrected,academic,hard
,u,<ins>->u,insertion,False,21,data_59,tesseract,corrected,academic,hard
,ç,<ins>->ç,insertion,False,7,data_59,tesseract,corrected,academic,hard
,ö,<ins>->ö,insertion,False,1,data_59,tesseract,corrected,academic,hard
,ü,<ins>->ü,insertion,False,7,data_59,tesseract,corrected,academic,hard
,ğ,<ins>->ğ,insertion,False,4,data_59,tesseract,corrected,academic,hard
,ı,<ins>->ı,insertion,False,11,data_59,tesseract,corrected,academic,hard
,ş,<ins>->ş,insertion,False,10,data_59,tesseract,corrected,academic,hard
-,Ç,-->Ç,substitution,False,1,data_59,tesseract,corrected,academic,hard
G,,G-><del>,deletion,False,3,data_59,tesseract,corrected,academic,hard
I,,I-><del>,deletion,False,3,data_59,tesseract,corrected,academic,hard
I,H,I->H,substitution,False,1,data_59,tesseract,corrected,academic,hard
I,T,I->T,substitution,False,2,data_59,tesseract,corrected,academic,hard
I,l,I->l,substitution,False,1,data_59,tesseract,corrected,academic,hard
Q,O,Q->O,substitution,False,2,data_59,tesseract,corrected,academic,hard
S,,S-><del>,deletion,False,4,data_59,tesseract,corrected,academic,hard
],I,]->I,substitution,False,2,data_59,tesseract,corrected,academic,hard
a,i,a->i,substitution,False,1,data_59,tesseract,corrected,academic,hard
c,,c-><del>,deletion,False,9,data_59,tesseract,corrected,academic,hard
d,ğ,d->ğ,substitution,False,2,data_59,tesseract,corrected,academic,hard
d,ı,d->ı,substitution,False,1,data_59,tesseract,corrected,academic,hard
e,I,e->I,substitution,False,2,data_59,tesseract,corrected,academic,hard
g,,g-><del>,deletion,False,15,data_59,tesseract,corrected,academic,hard
i,,i-><del>,deletion,False,55,data_59,tesseract,corrected,academic,hard
i,',i->',substitution,False,1,data_59,tesseract,corrected,academic,hard
i,I,i->I,substitution,True,3,data_59,tesseract,corrected,academic,hard
i,ğ,i->ğ,substitution,False,1,data_59,tesseract,corrected,academic,hard
i,ı,i->ı,substitution,True,1,data_59,tesseract,corrected,academic,hard
k,i,k->i,substitution,False,1,data_59,tesseract,corrected,academic,hard
l,I,l->I,substitution,False,1,data_59,tesseract,corrected,academic,hard
o,,o-><del>,deletion,False,15,data_59,tesseract,corrected,academic,hard
o,O,o->O,substitution,True,1,data_59,tesseract,corrected,academic,hard
s,,s-><del>,deletion,False,27,data_59,tesseract,corrected,academic,hard
s,ç,s->ç,substitution,False,1,data_59,tesseract,corrected,academic,hard
t,ı,t->ı,substitution,False,1,data_59,tesseract,corrected,academic,hard
u,,u-><del>,deletion,False,22,data_59,tesseract,corrected,academic,hard
ç,,ç-><del>,deletion,False,6,data_59,tesseract,corrected,academic,hard
ç,Ç,ç->Ç,substitution,True,1,data_59,tesseract,corrected,academic,hard
ç,î,ç->î,substitution,False,1,data_59,tesseract,corrected,academic,hard
ö,,ö-><del>,deletion,False,1,data_59,tesseract,corrected,academic,hard
ö,î,ö->î,substitution,False,1,data_59,tesseract,corrected,academic,hard
ü,,ü-><del>,deletion,False,7,data_59,tesseract,corrected,academic,hard
ü,Ü,ü->Ü,substitution,True,2,data_59,tesseract,corrected,academic,hard
ğ,,ğ-><del>,deletion,False,2,data_59,tesseract,corrected,academic,hard
İ,I,İ->I,substitution,True,5,data_59,tesseract,corrected,academic,hard
ı,,ı-><del>,deletion,False,11,data_59,tesseract,corrected,academic,hard
ı,I,ı->I,substitution,True,4,data_59,tesseract,corrected,academic,hard
ş,,ş-><del>,deletion,False,8,data_59,tesseract,corrected,academic,hard
ş,Ş,ş->Ş,substitution,True,4,data_59,tesseract,corrected,academic,hard
,C,<ins>->C,insertion,False,5,data_59,easyocr,raw,academic,hard
,G,<ins>->G,insertion,False,5,data_59,easyocr,raw,academic,hard
,I,<ins>->I,insertion,False,26,data_59,easyocr,raw,academic,hard
,O,<ins>->O,insertion,False,9,data_59,easyocr,raw,academic,hard
,S,<ins>->S,insertion,False,21,data_59,easyocr,raw,academic,hard
,U,<ins>->U,insertion,False,3,data_59,easyocr,raw,academic,hard
,c,<ins>->c,insertion,False,21,data_59,easyocr,raw,academic,hard
,g,<ins>->g,insertion,False,32,data_59,easyocr,raw,academic,hard
,i,<ins>->i,insertion,False,162,data_59,easyocr,raw,academic,hard
,o,<ins>->o,insertion,False,43,data_59,easyocr,raw,academic,hard
,s,<ins>->s,insertion,False,66,data_59,easyocr,raw,academic,hard
,u,<ins>->u,insertion,False,57,data_59,easyocr,raw,academic,hard
,Ç,<ins>->Ç,insertion,False,1,data_59,easyocr,raw,academic,hard
,Ö,<ins>->Ö,insertion,False,5,data_59,easyocr,raw,academic,hard
,Ü,<ins>->Ü,insertion,False,5,data_59,easyocr,raw,academic,hard
,ç,<ins>->ç,insertion,False,23,data_59,easyocr,raw,academic,hard
,ö,<ins>->ö,insertion,False,13,data_59,easyocr,raw,academic,hard
,ü,<ins>->ü,insertion,False,40,data_59,easyocr,raw,academic,hard
,Ğ,<ins>->Ğ,insertion,False,6,data_59,easyocr,raw,academic,hard
,ğ,<ins>->ğ,insertion,False,16,data_59,easyocr,raw,academic,hard
,İ,<ins>->İ,insertion,False,7,data_59,easyocr,raw,academic,hard
,ı,<ins>->ı,insertion,False,65,data_59,easyocr,raw,academic,hard
,Ş,<ins>->Ş,insertion,False,2,data_59,easyocr,raw,academic,hard
,ş,<ins>->ş,insertion,False,30,data_59,easyocr,raw,academic,hard
-,c,-->c,substitution,False,1,data_59,easyocr,raw,academic,hard
C,,C-><del>,deletion,False,5,data_59,easyocr,raw,academic,hard
G,,G-><del>,deletion,False,5,data_59,easyocr,raw,academic,hard
I,,I-><del>,deletion,False,15,data_59,easyocr,raw,academic,hard
I,-,I->-,substitution,False,1,data_59,easyocr,raw,academic,hard
I,O,I->O,substitution,False,1,data_59,easyocr,raw,academic,hard
I,v,I->v,substitution,False,1,data_59,easyocr,raw,academic,hard
O,,O-><del>,deletion,False,5,data_59,easyocr,raw,academic,hard
S,,S-><del>,deletion,False,19,data_59,easyocr,raw,academic,hard
U,,U-><del>,deletion,False,3,data_59,easyocr,raw,academic,hard
c,,c-><del>,deletion,False,23,data_59,easyocr,raw,academic,hard
d,u,d->u,substitution,False,1,data_59,easyocr,raw,academic,hard
g,,g-><del>,deletion,False,31,data_59,easyocr,raw,academic,hard
i,,i-><del>,deletion,False,164,data_59,easyocr,raw,academic,hard
m,s,m->s,substitution,False,1,data_59,easyocr,raw,academic,hard
o,,o-><del>,deletion,False,44,data_59,easyocr,raw,academic,hard
o,t,o->t,substitution,False,1,data_59,easyocr,raw,academic,hard
s,,s-><del>,deletion,False,65,data_59,easyocr,raw,academic,hard
s, ,s-> ,substitution,False,1,data_59,easyocr,raw,academic,hard
u,,u-><del>,deletion,False,58,data_59,easyocr,raw,academic,hard
y,c,y->c,substitution,False,1,data_59,easyocr,raw,academic,hard
Ö,,Ö-><del>,deletion,False,5,data_59,easyocr,raw,academic,hard
Ü,,Ü-><del>,deletion,False,3,data_59,easyocr,raw,academic,hard
ç,,ç-><del>,deletion,False,24,data_59,easyocr,raw,academic,hard
ö,,ö-><del>,deletion,False,13,data_59,easyocr,raw,academic,hard
ü,,ü-><del>,deletion,False,42,data_59,easyocr,raw,academic,hard
Ğ,,Ğ-><del>,deletion,False,6,data_59,easyocr,raw,academic,hard
ğ,,ğ-><del>,deletion,False,18,data_59,easyocr,raw,academic,hard
İ,,İ-><del>,deletion,False,10,data_59,easyocr,raw,academic,hard
ı,,ı-><del>,deletion,False,67,data_59,easyocr,raw,academic,hard
ı,i,ı->i,substitution,True,1,data_59,easyocr,raw,academic,hard
ı,o,ı->o,substitution,False,1,data_59,easyocr,raw,academic,hard
ı,ğ,ı->ğ,substitution,False,1,data_59,easyocr,raw,academic,hard
ş,,ş-><del>,deletion,False,33,data_59,easyocr,raw,academic,hard
ş,a,ş->a,substitution,False,1,data_59,easyocr,raw,academic,hard
ş,r,ş->r,substitution,False,1,data_59,easyocr,raw,academic,hard
,C,<ins>->C,insertion,False,5,data_59,easyocr,corrected,academic,hard
,G,<ins>->G,insertion,False,5,data_59,easyocr,corrected,academic,hard
,I,<ins>->I,insertion,False,30,data_59,easyocr,corrected,academic,hard
,O,<ins>->O,insertion,False,9,data_59,easyocr,corrected,academic,hard
,S,<ins>->S,insertion,False,19,data_59,easyocr,corrected,academic,hard
,U,<ins>->U,insertion,False,3,data_59,easyocr,corrected,academic,hard
,c,<ins>->c,insertion,False,21,data_59,easyocr,corrected,academic,hard
,g,<ins>->g,insertion,False,32,data_59,easyocr,corrected,academic,hard
,i,<ins>->i,insertion,False,161,data_59,easyocr,corrected,academic,hard
,o,<ins>->o,insertion,False,43,data_59,easyocr,corrected,academic,hard
,s,<ins>->s,insertion,False,66,data_59,easyocr,corrected,academic,hard
,u,<ins>->u,insertion,False,57,data_59,easyocr,corrected,academic,hard
,Ç,<ins>->Ç,insertion,False,1,data_59,easyocr,corrected,academic,hard
,Ö,<ins>->Ö,insertion,False,5,data_59,easyocr,corrected,academic,hard
,Ü,<ins>->Ü,insertion,False,5,data_59,easyocr,corrected,academic,hard
,ç,<ins>->ç,insertion,False,23,data_59,easyocr,corrected,academic,hard
,ö,<ins>->ö,insertion,False,13,data_59,easyocr,corrected,academic,hard
,ü,<ins>->ü,insertion,False,40,data_59,easyocr,corrected,academic,hard
,Ğ,<ins>->Ğ,insertion,False,6,data_59,easyocr,corrected,academic,hard
,ğ,<ins>->ğ,insertion,False,16,data_59,easyocr,corrected,academic,hard
,İ,<ins>->İ,insertion,False,4,data_59,easyocr,corrected,academic,hard
,ı,<ins>->ı,insertion,False,65,data_59,easyocr,corrected,academic,hard
,Ş,<ins>->Ş,insertion,False,4,data_59,easyocr,corrected,academic,hard
,ş,<ins>->ş,insertion,False,30,data_59,easyocr,corrected,academic,hard
-,c,-->c,substitution,False,1,data_59,easyocr,corrected,academic,hard
C,,C-><del>,deletion,False,5,data_59,easyocr,corrected,academic,hard
G,,G-><del>,deletion,False,5,data_59,easyocr,corrected,academic,hard
I,,I-><del>,deletion,False,15,data_59,easyocr,corrected,academic,hard
I,-,I->-,substitution,False,1,data_59,easyocr,corrected,academic,hard
I,O,I->O,substitution,False,1,data_59,easyocr,corrected,academic,hard
I,v,I->v,substitution,False,1,data_59,easyocr,corrected,academic,hard
O,,O-><del>,deletion,False,5,data_59,easyocr,corrected,academic,hard
S,,S-><del>,deletion,False,19,data_59,easyocr,corrected,academic,hard
U,,U-><del>,deletion,False,3,data_59,easyocr,corrected,academic,hard
a,Ç,a->Ç,substitution,False,1,data_59,easyocr,corrected,academic,hard
c,,c-><del>,deletion,False,23,data_59,easyocr,corrected,academic,hard
d,u,d->u,substitution,False,1,data_59,easyocr,corrected,academic,hard
g,,g-><del>,deletion,False,31,data_59,easyocr,corrected,academic,hard
i,,i-><del>,deletion,False,164,data_59,easyocr,corrected,academic,hard
l,I,l->I,substitution,False,1,data_59,easyocr,corrected,academic,hard
m,s,m->s,substitution,False,1,data_59,easyocr,corrected,academic,hard
o,,o-><del>,deletion,False,44,data_59,easyocr,corrected,academic,hard
o,t,o->t,substitution,False,1,data_59,easyocr,corrected,academic,hard
s,,s-><del>,deletion,False,65,data_59,easyocr,corrected,academic,hard
s, ,s-> ,substitution,False,1,data_59,easyocr,corrected,academic,hard
u,,u-><del>,deletion,False,58,data_59,easyocr,corrected,academic,hard
y,c,y->c,substitution,False,1,data_59,easyocr,corrected,academic,hard
Ö,,Ö-><del>,deletion,False,5,data_59,easyocr,corrected,academic,hard
Ü,,Ü-><del>,deletion,False,3,data_59,easyocr,corrected,academic,hard
ç,,ç-><del>,deletion,False,25,data_59,easyocr,corrected,academic,hard
ö,,ö-><del>,deletion,False,13,data_59,easyocr,corrected,academic,hard
ü,,ü-><del>,deletion,False,42,data_59,easyocr,corrected,academic,hard
Ğ,,Ğ-><del>,deletion,False,6,data_59,easyocr,corrected,academic,hard
ğ,,ğ-><del>,deletion,False,18,data_59,easyocr,corrected,academic,hard
İ,,İ-><del>,deletion,False,10,data_59,easyocr,corrected,academic,hard
ı,,ı-><del>,deletion,False,68,data_59,easyocr,corrected,academic,hard
ı,o,ı->o,substitution,False,1,data_59,easyocr,corrected,academic,hard
ı,ğ,ı->ğ,substitution,False,1,data_59,easyocr,corrected,academic,hard
ş,,ş-><del>,deletion,False,33,data_59,easyocr,corrected,academic,hard
ş,a,ş->a,substitution,False,1,data_59,easyocr,corrected,academic,hard
ş,r,ş->r,substitution,False,1,data_59,easyocr,corrected,academic,hard
,I,<ins>->I,insertion,False,1,data_60,tesseract,raw,academic,easy
,g,<ins>->g,insertion,False,1,data_60,tesseract,raw,academic,easy
,i,<ins>->i,insertion,False,2,data_60,tesseract,raw,academic,easy
,İ,<ins>->İ,insertion,False,1,data_60,tesseract,raw,academic,easy
,ı,<ins>->ı,insertion,False,3,data_60,tesseract,raw,academic,easy
Q,O,Q->O,substitution,False,1,data_60,tesseract,raw,academic,easy
[,I,[->I,substitution,False,3,data_60,tesseract,raw,academic,easy
],I,]->I,substitution,False,1,data_60,tesseract,raw,academic,easy
c,,c-><del>,deletion,False,1,data_60,tesseract,raw,academic,easy
e,i,e->i,substitution,False,1,data_60,tesseract,raw,academic,easy
g,,g-><del>,deletion,False,2,data_60,tesseract,raw,academic,easy
i,,i-><del>,deletion,False,7,data_60,tesseract,raw,academic,easy
i,e,i->e,substitution,False,1,data_60,tesseract,raw,academic,easy
l,c,l->c,substitution,False,1,data_60,tesseract,raw,academic,easy
l,ç,l->ç,substitution,False,1,data_60,tesseract,raw,academic,easy
n,i,n->i,substitution,False,1,data_60,tesseract,raw,academic,easy
n,s,n->s,substitution,False,1,data_60,tesseract,raw,academic,easy
o,,o-><del>,deletion,False,2,data_60,tesseract,raw,academic,easy
u,,u-><del>,deletion,False,1,data_60,tesseract,raw,academic,easy
ç,,ç-><del>,deletion,False,1,data_60,tesseract,raw,academic,easy
î,i,î->i,substitution,False,1,data_60,tesseract,raw,academic,easy
ö,,ö-><del>,deletion,False,1,data_60,tesseract,raw,academic,easy
ü,,ü-><del>,deletion,False,2,data_60,tesseract,raw,academic,easy
ü,ğ,ü->ğ,substitution,False,1,data_60,tesseract,raw,academic,easy
ı,,ı-><del>,deletion,False,4,data_60,tesseract,raw,academic,easy
ş,-,ş->-,substitution,False,1,data_60,tesseract,raw,academic,easy
ş,n,ş->n,substitution,False,1,data_60,tesseract,raw,academic,easy
,I,<ins>->I,insertion,False,1,data_60,tesseract,corrected,academic,easy
,g,<ins>->g,insertion,False,1,data_60,tesseract,corrected,academic,easy
,i,<ins>->i,insertion,False,2,data_60,tesseract,corrected,academic,easy
,İ,<ins>->İ,insertion,False,1,data_60,tesseract,corrected,academic,easy
,ı,<ins>->ı,insertion,False,3,data_60,tesseract,corrected,academic,easy
Q,O,Q->O,substitution,False,1,data_60,tesseract,corrected,academic,easy
[,I,[->I,substitution,False,3,data_60,tesseract,corrected,academic,easy
],I,]->I,substitution,False,1,data_60,tesseract,corrected,academic,easy
c,,c-><del>,deletion,False,1,data_60,tesseract,corrected,academic,easy
e,i,e->i,substitution,False,1,data_60,tesseract,corrected,academic,easy
g,,g-><del>,deletion,False,2,data_60,tesseract,corrected,academic,easy
i,,i-><del>,deletion,False,7,data_60,tesseract,corrected,academic,easy
i,e,i->e,substitution,False,1,data_60,tesseract,corrected,academic,easy
l,c,l->c,substitution,False,1,data_60,tesseract,corrected,academic,easy
l,ç,l->ç,substitution,False,1,data_60,tesseract,corrected,academic,easy
n,i,n->i,substitution,False,1,data_60,tesseract,corrected,academic,easy
n,s,n->s,substitution,False,1,data_60,tesseract,corrected,academic,easy
o,,o-><del>,deletion,False,2,data_60,tesseract,corrected,academic,easy
u,,u-><del>,deletion,False,1,data_60,tesseract,corrected,academic,easy
ç,,ç-><del>,deletion,False,1,data_60,tesseract,corrected,academic,easy
î,i,î->i,substitution,False,1,data_60,tesseract,corrected,academic,easy
ö,,ö-><del>,deletion,False,1,data_60,tesseract,corrected,academic,easy
ü,,ü-><del>,deletion,False,2,data_60,tesseract,corrected,academic,easy
ü,ğ,ü->ğ,substitution,False,1,data_60,tesseract,corrected,academic,easy
ı,,ı-><del>,deletion,False,4,data_60,tesseract,corrected,academic,easy
ş,-,ş->-,substitution,False,1,data_60,tesseract,corrected,academic,easy
ş,n,ş->n,substitution,False,1,data_60,tesseract,corrected,academic,easy
,C,<ins>->C,insertion,False,2,data_60,easyocr,raw,academic,easy
,G,<ins>->G,insertion,False,14,data_60,easyocr,raw,academic,easy
,I,<ins>->I,insertion,False,3,data_60,easyocr,raw,academic,easy
,O,<ins>->O,insertion,False,2,data_60,easyocr,raw,academic,easy
,c,<ins>->c,insertion,False,13,data_60,easyocr,raw,academic,easy
,g,<ins>->g,insertion,False,15,data_60,easyocr,raw,academic,easy
,i,<ins>->i,insertion,False,130,data_60,easyocr,raw,academic,easy
,o,<ins>->o,insertion,False,24,data_60,easyocr,raw,academic,easy
